CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,CODIGO_OBRA,NOMBRE_OBRA,ESTADO_OBRA,ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,RIESGO_OBRA,RIESGO_DESCRIPCION_OBRA
2002060,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002060-2434-702592-2064311-19777,19777,Obra Carretera Puente Chino - Aguaytía; sectores dañados.,Finalizado,ESTUDIO DEFINITIVO,0,0,0,0,4,Extremadamente Riesgosa
2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002210-8880-869397-2169938-826,826,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento),En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2,Medianamente Riesgosa
2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002210-8880-870112-2169901-826,826,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento),En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2,Medianamente Riesgosa
2015918,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2015918-1249-721938-2074791-45660,45660,Proyecto de Integración Vial Tacna-La Paz; Tramo: Tacna-Collpa (Frontera con Bolivia); Sub Tramo Km 94+000 - Km 144+262.38,Finalizado,ESTUDIO DEFINITIVO,0,0,0,0,4,Extremadamente Riesgosa
2026767,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2026767-16256-709096-2067605-143536,143536,CONSTRUCCIÓN DE VARIANTE EN EL SECTOR TUTUMBARO Y REPARACIÓN DE NUEVOS SECTORES INESTABLES DE LA CARRETERA: QUINUA - SAN FRANCISCO; TRAMO 2,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,En Ejecución,SUPERVISIÓN,0,0,0,0,4,Extremadamente Riesgosa
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,En Ejecución,EJECUCIÓN,0,0,0,0,4,Extremadamente Riesgosa
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2029683-3527-639021-2017003-43642,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,En Ejecución,EJECUCIÓN,0,0,1,0,4,Extremadamente Riesgosa
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2029683-3527-659859-2026271-43642,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,En Ejecución,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-668776-2030828-124333,124333,AFIANZAMIENTO DEL RESERVORIO POECHOS - SECTOR HIDRAULICO CHIRA PIURA - II ETAPA,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-681388-2038499-124333,124333,AFIANZAMIENTO DEL RESERVORIO POECHOS - SECTOR HIDRAULICO CHIRA PIURA - II ETAPA,Sin Ejecución,SUPERVISIÓN,0,0,0,0,4,Extremadamente Riesgosa
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-739392-2098568-77795,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,4,Extremadamente Riesgosa
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-828169-2142140-77795,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Finalizado,EJECUCIÓN,0,0,1,0,4,Extremadamente Riesgosa
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-834037-2149486-77795,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Finalizado,SUPERVISIÓN,21,0,1,0,4,Extremadamente Riesgosa
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-491374-2130802-12346,12346,OBRA: CONSTRUCCION DE LA VIA COSTA VERDE - TRAMO CALLAO,Finalizado,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-680485-2044147-118093,118093,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,Finalizado,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-764309-2091884-118093,118093,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,Finalizado,EJECUCIÓN,0,0,1,0,4,Extremadamente Riesgosa
2055915,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055915-51611-480274-2128869-1985,1985,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO; TRAMO II: MUÑANI - SAYTOCOCHA,En Ejecución,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2058698,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2058698-10447-724030-2079272-146037,146037,Rehabilitación y Mejoramiento de la Carretera Chongoyape - Cochabamba - Cajamarca; Tramo Cochabamba - Chota - Tramo Hualgayoc - Dv; Yanacocha,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,4,Extremadamente Riesgosa
2058733,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2058733-3272-671673-2032849-127408,127408,CONSTRUCCION Y MEJORAMIENTO CARRETERA CAMANA - DV.QUILCA - MATARANI - ILO - TACNA,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,4,Extremadamente Riesgosa
2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2066003-61210-621692-2000183-111277,111277,CONSTRUCCIÓN DEL PABELLÓN B3 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,Finalizado,SUPERVISIÓN,217,0,1,0,3,Altamente Riesgosa
2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2066003-61210-624590-2127532-111275,111275,CONSTRUCCIÓN DEL PABELLÓN B2 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,Finalizado,SUPERVISIÓN,0,0,0,0,4,Extremadamente Riesgosa
2077939,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2077939-43531-811740-2121350-69425,69425,AMPLIACION DE LA PRESA ANCASCOCHA Y AFIANZAMIENTO DEL VALLE DE YAUCA (AYACUCHO Y AREQUIPA),En Ejecución,SUPERVISIÓN,18,0,1,0,2,Medianamente Riesgosa
2078482,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2078482-65891-770982-2103149-33681,33681,LOTE 1. PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES; CAMARAS DE BOMBEO; LINEAS DE IMPULSION Y DISPOSICION FINAL,En Ejecución,SUPERVISIÓN,0,0,0,0,4,Extremadamente Riesgosa
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-661992-2038656-134497,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Finalizado,EJECUCIÓN,0,0,1,0,2,Medianamente Riesgosa
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-673882-2038678-134497,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Finalizado,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2084815-74176-865826-2173901-174311,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,Sin Ejecución,EJECUCIÓN,0,0,0,0,4,Extremadamente Riesgosa
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2084815-74176-920686-2200980-174311,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,Sin Ejecución,SUPERVISIÓN,0,0,0,0,4,Extremadamente Riesgosa
2090887,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2090887-3880-673389-2124894-115823,115823,DRENAJE PLUVIAL DE LA CIUDAD DE JULIACA  (EXPEDIENTE TÉCNICO DE SALDO DE OBRA),Sin Ejecución,EXPEDIENTE TÉCNICO,3,0,0,0,1,Bajamente Riesgosa
2110320,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110320-3373-711711-2074748-33358,33358,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PUERTO BERMUDEZ - SAN ALEJANDRO; Tramo: Puerto Sungaro - Dv. San Alejandro,Finalizado,ESTUDIO DEFINITIVO,0,1,0,0,2,Medianamente Riesgosa
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110581-11432-699489-2067437-16513,16513,Carretera San Marcos Cajabamba- Sausacocha; Tramo: San Marcos - Cajabamba ,Finalizado,ESTUDIO DEFINITIVO,0,0,0,1,4,Extremadamente Riesgosa
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110581-11432-724030-2079272-146038,146038,Mejoramiento de la Carretera San Marcos - Cajabamba - Sausacocha Tramo San Marcos Cajabamba,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,4,Extremadamente Riesgosa
2130855,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2130855-133630-573956-2018271-33900,33900,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN DE HUANUCO-NIVEL III-1,Finalizado,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2148795,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2148795-104575-661402-2029879-3165,3165,MEJORAMIENTO DE LA CARRETERA TA-109: TRAMO TICACO-CANDARAVE; TACNA,Finalizado,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2157301,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2157301-95555-621192-2012416-66057,66057,MEJORA DE LA CAPACIDAD RESOLUTIVA Y OPERATIVA DEL HOSPITAL ROMÁN EGOAVIL PANDO DEL DISTRITO DE VILLA RICA; PROVINCIA OXAPAMPA; REGION PASCO,Paralizada,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2158700-108630-682794-2037439-106748,106748,Construccion de la Via de Evitamiento a la Ciudad de Abancay,En Ejecución,ETAPA NO IDENTIFICADA,158,0,1,0,4,Extremadamente Riesgosa
2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2158700-108630-695489-2042633-106748,106748,Construccion de la Via de Evitamiento a la Ciudad de Abancay,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,4,Extremadamente Riesgosa
2161813,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2161813-216050-683419-2032335-138910,138910,BIOMEDICO MEJORADO - VIDENA,Finalizado,ETAPA NO IDENTIFICADA,56,0,0,0,3,Altamente Riesgosa
2163489,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2163489-216434-835552-2147552-139063,139063,"OBRA ""RECUPERACIÓN DEL SERVICIO DE INSTRUCCIÓN BÁSICA DE VUELOS EN AERONAVES DE ALA FIJA DE LA FAP - GRUPO 51 EN LA BASE AÉREA FAP CAPITÁN ELÍAS OLIVERA - PISCO - ICA""",Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1,Bajamente Riesgosa
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-709234-2059440-31212,31212,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,1,2,Medianamente Riesgosa
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-845890-2152233-157425,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,Paralizada,EJECUCIÓN,0,0,1,0,4,Extremadamente Riesgosa
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-864433-2164265-157425,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,Paralizada,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2166858,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2166858-10703-786923-2119129-61095,61095,CONTINUACION Y CULMINACION DEL PROYECTO DE IRRIGACION AMOJAO,En Ejecución,EXPEDIENTE TÉCNICO,0,1,1,0,4,Extremadamente Riesgosa
2173121,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2173121-103730-648018-2001228-130338,130338,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PE-3N LONGITUDINAL DE LA SIERRA NORTE; TRAMO COCHABAMBA - CUTERVO - SANTO DOMINGO DE LA CAPILLA - CHIPLE,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1,Bajamente Riesgosa
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-646747-2037229-130180,130180,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-671381-2037263-130180,130180,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969,Sin Ejecución,SUPERVISIÓN,0,0,0,0,4,Extremadamente Riesgosa
2177209,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2177209-9615-654568-2006761-72873,72873,Mejoramiento de la Carretera Huánuco La Unión Huallanca; Ruta PE 3N; Tramo I km 0 000 al km 52 920; Tramo II: km 52 920 al km 102 819; y Tramo III: km 102 819 al km 150 421 ,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2,Medianamente Riesgosa
2177209,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2177209-9615-656141-2008059-72873,72873,Mejoramiento de la Carretera Huánuco La Unión Huallanca; Ruta PE 3N; Tramo I km 0 000 al km 52 920; Tramo II: km 52 920 al km 102 819; y Tramo III: km 102 819 al km 150 421 ,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2,Medianamente Riesgosa
2178454,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2178454-249565-665294-2038104-21740,21740,MEJORAMIENTO DE LA CARRETERA VARIANTE DE UCHUMAYO; ENTRE EL PUENTE  SAN ISIDRO Y LA VIA DE EVITAMIENTO; DISTRITOS SACHACA; YANAHUARA Y CERRO COLORADO; PROVINCIA DE AREQUIPA-REGION AREQUIPA,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,1,2,Medianamente Riesgosa
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-765220-2111244-152191,152191,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL QUILLABAMBA DISTRITO DE SANTA ANA; PROVINCIA DE LA CONVENCION Y DEPARTAMENTO DE CUSCO - SALDO DE OBRA PRINCIPAL ,En Ejecución,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-774107-2106156-152191,152191,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL QUILLABAMBA DISTRITO DE SANTA ANA; PROVINCIA DE LA CONVENCION Y DEPARTAMENTO DE CUSCO - SALDO DE OBRA PRINCIPAL ,En Ejecución,EJECUCIÓN,0,0,1,0,1,Bajamente Riesgosa
2186942,COMUNICACIONES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2186942-276849-656386-2014296-52010,52010,INSTALACION DEL SERVICIO DE READAPTACION SOCIAL EN EL NUEVO ESTABLECIMIENTO PENITENCIARIO DE ICA; DISTRITO DE SANTIAGO; PROVINCIA DE ICA; DEPARTAMENTO DE ICA.,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,0,0,Sin Riesgo
2188537,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2188537-274830-920010-2201544-43380,43380,AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DEL ASTILLERO DE ARSENAL NAVAL DE LA MARINA DE GUERRA DEL PERU EN LA BASE NAVAL DEL CALLAO,Finalizado,EXPEDIENTE TÉCNICO,0,0,0,0,3,Altamente Riesgosa
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-700080-2045963-139381,139381,Construcción de Movimiento de Tierras en mejoramiento y ampliación del servicio Aeroportuario en la región Cusco mediante el nuevo Aeropuerto Internacional de Chinchero Cusco,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,150370,"CONSTRUCCION DE LA OBRA PRINCIPAL DEL PROYECTO ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO AEROPOTUARIO EN LA REGION CUSCO MEDIANTE EL NUEVO AEROPUERTO INTERNACIONAL DE CHINCHERO CUSCO AICC",En Ejecución,EJECUCIÓN,0,0,0,0,0,Sin Riesgo
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,144910,MEJORAMIENTO DE LA CARRETERA PUCAPAMPA-CCASAPATA-CHUÑUNAPAMPA-TINQUERCCASA-PADRE RUMI-PAUCARA,Paralizada,EJECUCIÓN,0,0,1,0,4,Extremadamente Riesgosa
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,144910,MEJORAMIENTO DE LA CARRETERA PUCAPAMPA-CCASAPATA-CHUÑUNAPAMPA-TINQUERCCASA-PADRE RUMI-PAUCARA,Paralizada,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-592326-2069595-119151,119151,MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CASERIO DE SAN MARTIN Y ANEXO MOLINO; CHARAMPAMPA; PASHUL Y PACA UP 57A,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1,Bajamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-663558-2028340-133488,133488,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA ELABORACION DE TRES EXPEDIENTES TECNICOS DE LAS U.P. 59 CASERIO PASHUL ALTO; UP  87A  ANEXO PAJONAL Y CHUSPIRCA DE LIMON DE PORCUYA; UP  28 ANEXO PAMPA GRANDE DEL CASERIO LA TIZA    PROYECTO HUARMACA ,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-679386-2040081-133488,133488,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA ELABORACION DE TRES EXPEDIENTES TECNICOS DE LAS U.P. 59 CASERIO PASHUL ALTO; UP  87A  ANEXO PAJONAL Y CHUSPIRCA DE LIMON DE PORCUYA; UP  28 ANEXO PAMPA GRANDE DEL CASERIO LA TIZA    PROYECTO HUARMACA ,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2,Medianamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-691232-2052839-108912,108912,INSTALACION; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERIOS; DISTRITO DE HUARMACA - HUANCABAMBA - PIURA : UP 034 PALO BLANCO,En Ejecución,SUPERVISIÓN,518,0,0,0,4,Extremadamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Inactivo,SUPERVISIÓN,396,0,0,0,2,Medianamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Finalizado,SUPERVISIÓN,0,0,0,0,2,Medianamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-705548-2065036-108912,108912,INSTALACION; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERIOS; DISTRITO DE HUARMACA - HUANCABAMBA - PIURA : UP 034 PALO BLANCO,En Ejecución,EJECUCIÓN,0,0,0,0,4,Extremadamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-707016-2061614-108916,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Finalizado,EJECUCIÓN,0,0,0,0,2,Medianamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-708529-2062106-108914,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Inactivo,EJECUCIÓN,223,0,0,0,1,Bajamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-735026-2078047-108917,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,En Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1,Bajamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-843214-2161653-108917,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,En Ejecución,EJECUCIÓN,0,0,0,0,2,Medianamente Riesgosa
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-878659-2170813-108917,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,En Ejecución,SUPERVISIÓN,0,0,0,0,1,Bajamente Riesgosa
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-739874-2096798-121881,121881,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112),En Ejecución,EJECUCIÓN,0,0,1,0,4,Extremadamente Riesgosa
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-770422-2110390-121881,121881,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112),En Ejecución,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2193999,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2193999-202849-850228-2150802-64289,64289,ELABORACION EXPEDIENTE TECNICO Y CONSTRUCCION NUEVA BASE AERONAVAL DEL CALLAO,Finalizado,EJECUCIÓN,0,0,1,0,3,Altamente Riesgosa
