CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,PROCESO,OBJETO_PROCESO,CODIGO_OBRA,NOMBREOBRA,METODO_CONTRATACION,TIEMPO_ABSOLUCION_CONSULTAS,TIEMPO_PRESENTACION_OFERTAS,CODIGO_RUC,RAZON_SOCIAL,CONVOCATORIA_PROCESO_GANADO,MIEMBROS_DE_COMITE,TotalProcesosParticipantes,CODIGO_CONTRATO,NUMERO_CONTRATO,MONTO_CONTRACTUAL,MONTO_REFERENCIAL,MONTO_OFERTADO_PROMEDIO
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-673882-2038678-134497,32,Consultoría de Obra,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Adjudicación Simplificada,0,0,10178959251,CONSORCIO SUPERVISOR AREQUIPA,673882," BEGAZO VILLEGAS GELBER ANTONIO, BERRIOS CLAVERIAS CESAR PIERRE, CAMASITA MENDOZA MARTHA BERSABETH, PINTO SALAS EDWARD JESUS, SONCCO VILCA WILFREDO, ZEA DIAZ JOSE ANTONIO",40,2038678,143-2020-MPA,333349.2,333349.2,333349.2
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-673882-2038678-134497,32,Consultoría de Obra,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Adjudicación Simplificada,0,0,10267161823,CONSORCIO SUPERVISOR AREQUIPA,673882," BEGAZO VILLEGAS GELBER ANTONIO, BERRIOS CLAVERIAS CESAR PIERRE, CAMASITA MENDOZA MARTHA BERSABETH, PINTO SALAS EDWARD JESUS, SONCCO VILCA WILFREDO, ZEA DIAZ JOSE ANTONIO",103,2038678,143-2020-MPA,333349.2,333349.2,333349.2
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-673882-2038678-134497,32,Consultoría de Obra,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Adjudicación Simplificada,0,0,20600090799,CONSORCIO SUPERVISOR AREQUIPA,673882," BEGAZO VILLEGAS GELBER ANTONIO, BERRIOS CLAVERIAS CESAR PIERRE, CAMASITA MENDOZA MARTHA BERSABETH, PINTO SALAS EDWARD JESUS, SONCCO VILCA WILFREDO, ZEA DIAZ JOSE ANTONIO",30,2038678,143-2020-MPA,333349.2,333349.2,333349.2
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-673882-2038678-134497,32,Consultoría de Obra,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Adjudicación Simplificada,0,0,20600849922,J Y R ASESORES CONSULTORES GENERALES DE CONSTRUCCION E.I.R.L.(*),673882," BEGAZO VILLEGAS GELBER ANTONIO, BERRIOS CLAVERIAS CESAR PIERRE, CAMASITA MENDOZA MARTHA BERSABETH, PINTO SALAS EDWARD JESUS, SONCCO VILCA WILFREDO, ZEA DIAZ JOSE ANTONIO",47,2038678,143-2020-MPA,333349.2,333349.2,333349.2
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2084815-74176-865826-2173901-174311,14,Obra,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,Licitación Pública,0,0,20489430399,CONSORCIO SIWI,865826," ALMONACID ORDOÑEZ ADOLFO ENRIQUE, BARRAZA CHIRINOS JULIO CESAR, CARHUAS LOYOLA WILMER JOEL, FLORES DAMAZO SHARMELY CINDY, GUERRA CABEZAS IRVING EDUARDO, HUARINGA RIMARI JESSICA EDIT, HUAYLLANI REQUENA EDGAR VALENTIN, IGLESIAS ESPINOZA YONNY, MENESES ESTACIO JOSE ESTEBAN, MEZA GUILLERMO VITMAR VLADIMIR, PALACIOS MUÑOZ ROLIN ADOLFO, RIVERA VARGAS LUIS ANTONIO",17,2173901,CONTRATO N°007-2023-G.R.PASCO/GGR,3340106.29,3341286.29,135475371.9
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2084815-74176-865826-2173901-174311,14,Obra,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,Licitación Pública,0,0,20606797533,"UNITY ESIRE"" EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA(*)",865826," ALMONACID ORDOÑEZ ADOLFO ENRIQUE, BARRAZA CHIRINOS JULIO CESAR, CARHUAS LOYOLA WILMER JOEL, FLORES DAMAZO SHARMELY CINDY, GUERRA CABEZAS IRVING EDUARDO, HUARINGA RIMARI JESSICA EDIT, HUAYLLANI REQUENA EDGAR VALENTIN, IGLESIAS ESPINOZA YONNY, MENESES ESTACIO JOSE ESTEBAN, MEZA GUILLERMO VITMAR VLADIMIR, PALACIOS MUÑOZ ROLIN ADOLFO, RIVERA VARGAS LUIS ANTONIO",1,2173901,CONTRATO N°007-2023-G.R.PASCO/GGR,3340106.29,3341286.29,135475371.9
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2084815-74176-920686-2200980-174311,4,Consultoría de Obra,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,Adjudicación Simplificada,0,0,10200957721,CONSORCIO SUPERVISOR MINECON,920686," BOHORQUEZ COSI FREDY ERICK, CARBAJAL TELLO JUAN CARLOS, CARHUAS LOYOLA WILMER JOEL, COLQUI PICOY JOSE LUIS, ESPIRITU TIXE JEFFERSON FRANZ, MONTALVO FLORES RENE ALEJANDRO, ROJAS ROJAS CARLOS ALBERTO",55,2200980,CONTRATO Nº029-2023-G.R.PASCO/GGR,167064.31,167064.31,167064.31
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2084815-74176-920686-2200980-174311,4,Consultoría de Obra,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,Adjudicación Simplificada,0,0,10427430320,CONDOR CARHUAMACA JESUS ALEJANDRO(*),920686," BOHORQUEZ COSI FREDY ERICK, CARBAJAL TELLO JUAN CARLOS, CARHUAS LOYOLA WILMER JOEL, COLQUI PICOY JOSE LUIS, ESPIRITU TIXE JEFFERSON FRANZ, MONTALVO FLORES RENE ALEJANDRO, ROJAS ROJAS CARLOS ALBERTO",30,2200980,CONTRATO Nº029-2023-G.R.PASCO/GGR,167064.31,167064.31,167064.31
2090887,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2090887-3880-673389-2124894-115823,5,Consultoría de Obra,115823,DRENAJE PLUVIAL DE LA CIUDAD DE JULIACA  (EXPEDIENTE TÉCNICO DE SALDO DE OBRA),Concurso Público,0,0,10079403402,CONSORCIO CONSULTOR JULIACA,673389," AMPUERO ESTRADA ROSALIA, CASTRO VILLEGAS JULIO ANGEL, JANAMPA TORRES WILLIAM RAUL, PALOMINO TIONOCO CARMEN AMALIA, SAENZ LOPEZ RODOLFO ARMANDO, SOTELO PACHACAMA GIANCARLO EDISSON",53,2124894,CONTRATO 32-2022/VIVIENDA/VMCS/PNSU,4157816.39,5321743.14,4789568.83
2090887,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2090887-3880-673389-2124894-115823,5,Consultoría de Obra,115823,DRENAJE PLUVIAL DE LA CIUDAD DE JULIACA  (EXPEDIENTE TÉCNICO DE SALDO DE OBRA),Concurso Público,0,0,20538812111,CONSULTORES DE INGENIERIA UG21 SOCIEDAD LIMITADA(*),673389," AMPUERO ESTRADA ROSALIA, CASTRO VILLEGAS JULIO ANGEL, JANAMPA TORRES WILLIAM RAUL, PALOMINO TIONOCO CARMEN AMALIA, SAENZ LOPEZ RODOLFO ARMANDO, SOTELO PACHACAMA GIANCARLO EDISSON",126,2124894,CONTRATO 32-2022/VIVIENDA/VMCS/PNSU,4157816.39,5321743.14,4789568.83
2090887,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2090887-3880-673389-2124894-115823,5,Consultoría de Obra,115823,DRENAJE PLUVIAL DE LA CIUDAD DE JULIACA  (EXPEDIENTE TÉCNICO DE SALDO DE OBRA),Concurso Público,0,0,20600891317,CHANGJIANG INSTITUTE OF SURVEY; PLANNING; DESIGN AND RESEARCH SUCURSAL DEL PERU,673389," AMPUERO ESTRADA ROSALIA, CASTRO VILLEGAS JULIO ANGEL, JANAMPA TORRES WILLIAM RAUL, PALOMINO TIONOCO CARMEN AMALIA, SAENZ LOPEZ RODOLFO ARMANDO, SOTELO PACHACAMA GIANCARLO EDISSON",137,2124894,CONTRATO 32-2022/VIVIENDA/VMCS/PNSU,4157816.39,5321743.14,4789568.83
2110320,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110320-3373-711711-2074748-33358,19,Consultoría de Obra,33358,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PUERTO BERMUDEZ - SAN ALEJANDRO; Tramo: Puerto Sungaro - Dv. San Alejandro,Concurso Público,0,0,20524383901,URCI CONSULTORES S.L. SUCURSAL DEL PERU,711711," BULLON CHURAMPI JOEL EDILBERTO, CHUMBE CARRERA ARTURO, Hilario Teodoro Helen Michel, MARTINEZ ORE GUISELA, SEMINO VALLE ALBERTO IVAN, VIVANCO VASQUEZ JUAN CARLOS",109,2074748,086-2021-MTC/20.2,1798830.1,1998700.11,1798830.1
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110581-11432-699489-2067437-16513,4,Consultoría de Obra,16513,Carretera San Marcos Cajabamba- Sausacocha; Tramo: San Marcos - Cajabamba ,Concurso Público,0,0,20414192531,OBRAS CIVILES CON CALIDAD TOTAL S.A.C.(*),699489," ALFARO CARBAJAL FLOR ALEXANDRA, CASTILLO VASQUEZ JUAN CARLOS, Cordova Chihuan Milagros Tomasa, MARIN RUIZ JOSE ARMANDO, SIPION RENGIFO JIMMY FREDDY, TORRES LIMACHE PAULA CRISTINA",69,2067437,074-2021-MTC/20.2,4646734.35,5163038.16,4646734.35
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110581-11432-699489-2067437-16513,4,Consultoría de Obra,16513,Carretera San Marcos Cajabamba- Sausacocha; Tramo: San Marcos - Cajabamba ,Concurso Público,0,0,20600891317,CONSORCIO VIA SAUSACOCHA,699489," ALFARO CARBAJAL FLOR ALEXANDRA, CASTILLO VASQUEZ JUAN CARLOS, Cordova Chihuan Milagros Tomasa, MARIN RUIZ JOSE ARMANDO, SIPION RENGIFO JIMMY FREDDY, TORRES LIMACHE PAULA CRISTINA",137,2067437,074-2021-MTC/20.2,4646734.35,5163038.16,4646734.35
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110581-11432-724030-2079272-146038,28,Consultoría de Obra,146038,Mejoramiento de la Carretera San Marcos - Cajabamba - Sausacocha Tramo San Marcos Cajabamba,Concurso Público,0,0,20549322434,PYUNGHWA ENGINEERING CONSULTANTS LTDA SUCURSAL DEL PERU,724030," Cordova Chihuan Milagros Tomasa, MACEDO AYCAY VICTOR OSCAR, RIVEROS ESQUIVEL EDILBERTO SANTIAGO, Salcedo Vasquez Hugo Raul, SALDARRIAGA JARA KATIA JOSELIN, YTURRY GARNICA ALEX MAURICIO",81,2079272,101-2021-MTC/20.2,4586245.83,5095828.69,4586245.83
2130855,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2130855-133630-573956-2018271-33900,3,Consultoría de Obra,33900,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN DE HUANUCO-NIVEL III-1,Concurso Público,0,0,20529030330,CONSORCIO SEÑOR DE BURGOS,573956," ATENCIA ARBI JIM, CELIS GUERRA JOSEPH, CUCHILLA ACUÑA DENI, MARTEL BANITES DAVID, PEREZ JIMENEZ JOSE DANIEL, TIBURCIO MIGUEL LUIS MARIO",132,2018271,CONTRATO N° 036-2020-GRH/GGR,1684421.24,987108.88,888398.04
2130855,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2130855-133630-573956-2018271-33900,3,Consultoría de Obra,33900,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN DE HUANUCO-NIVEL III-1,Concurso Público,0,0,20573023481,JOGAMA CONSULTORIAS Y CONSTRUCCIONES GENERALES E.I.R.L(*),573956," ATENCIA ARBI JIM, CELIS GUERRA JOSEPH, CUCHILLA ACUÑA DENI, MARTEL BANITES DAVID, PEREZ JIMENEZ JOSE DANIEL, TIBURCIO MIGUEL LUIS MARIO",171,2018271,CONTRATO N° 036-2020-GRH/GGR,1684421.24,987108.88,888398.04
2148795,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2148795-104575-661402-2029879-3165,2,Consultoría de Obra,3165,MEJORAMIENTO DE LA CARRETERA TA-109: TRAMO TICACO-CANDARAVE; TACNA,Concurso Público,0,0,10020343112,TICONA VARGAS TOMAS(*),661402," CHIQUE CALDERON HENRY JESUS, CHOQUE CHAMBI HUGO, GORDILLO MOLINA MILTON CESAR, JIMENEZ QUIROZ LUIS ENRIQUE, LARICO SANTI DANIEL ALEXANDER, QUENTA ESTAÑA EDWIN LOYOLA, SALAZAR ZARATE CIRO JESUS, TOCALES CANO MARCO ANTONIO, YUCRA ACOSTUPE ANA MARIA",142,2029879,CONTRATO N°45-2020-GOB.REG.TACNA,598989.02,665543.35,598989.02
2148795,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2148795-104575-661402-2029879-3165,2,Consultoría de Obra,3165,MEJORAMIENTO DE LA CARRETERA TA-109: TRAMO TICACO-CANDARAVE; TACNA,Concurso Público,0,0,10024475005,CONSORCIO SUPERVISION ACROMEL,661402," CHIQUE CALDERON HENRY JESUS, CHOQUE CHAMBI HUGO, GORDILLO MOLINA MILTON CESAR, JIMENEZ QUIROZ LUIS ENRIQUE, LARICO SANTI DANIEL ALEXANDER, QUENTA ESTAÑA EDWIN LOYOLA, SALAZAR ZARATE CIRO JESUS, TOCALES CANO MARCO ANTONIO, YUCRA ACOSTUPE ANA MARIA",123,2029879,CONTRATO N°45-2020-GOB.REG.TACNA,598989.02,665543.35,598989.02
2148795,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2148795-104575-661402-2029879-3165,2,Consultoría de Obra,3165,MEJORAMIENTO DE LA CARRETERA TA-109: TRAMO TICACO-CANDARAVE; TACNA,Concurso Público,0,0,10267161823,CONSORCIO SUPERVISION ACROMEL,661402," CHIQUE CALDERON HENRY JESUS, CHOQUE CHAMBI HUGO, GORDILLO MOLINA MILTON CESAR, JIMENEZ QUIROZ LUIS ENRIQUE, LARICO SANTI DANIEL ALEXANDER, QUENTA ESTAÑA EDWIN LOYOLA, SALAZAR ZARATE CIRO JESUS, TOCALES CANO MARCO ANTONIO, YUCRA ACOSTUPE ANA MARIA",103,2029879,CONTRATO N°45-2020-GOB.REG.TACNA,598989.02,665543.35,598989.02
2157301,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2157301-95555-621192-2012416-66057,1,Consultoría de Obra,66057,MEJORA DE LA CAPACIDAD RESOLUTIVA Y OPERATIVA DEL HOSPITAL ROMÁN EGOAVIL PANDO DEL DISTRITO DE VILLA RICA; PROVINCIA OXAPAMPA; REGION PASCO,Concurso Público,0,0,20106987581,ASESORES TECNICOS ASOCIADOS S.A.,621192," ARIAS  AVILA VICTOR MANUEL, BARRAZA CHIRINOS JULIO CESAR, PINTO ESPINOZA HECTOR RAUL, PIZARRO LOZANO NEIL EDWIN, RIVERA VARGAS LUIS ANTONIO, ROMAINVILLE ROFFNER HOLGUER",72,2012416,CONTRATO N°0040-2020-G.R.PASCO,3872794.83,4303105.36,3872794.83
2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2158700-108630-682794-2037439-106748,4,Obra,106748,Construccion de la Via de Evitamiento a la Ciudad de Abancay,Licitación Pública,0,0,20600977661,CHINA RAILWAY TUNNEL GROUP CO.; LTD SUCURSAL DEL PERU,682794," ALFARO CARBAJAL FLOR ALEXANDRA, AMESQUITA GUILLEN ALEX WALTER, BULLON CHURAMPI JOEL EDILBERTO, CHOQUE GAVILAN ANGEL SAMUEL, DURAN  AGULAR ESTEBAN SAMUEL, FLORES GUILLEN EDER FRANKLIN, SOTELO GUILLEN ALVARO ALONSO, VALLEJOS VELASQUEZ CARLOS OMAR",45,2037439,019-2021-MTC/20.2,92980558.31,103311731.4,92980558.31
2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2158700-108630-695489-2042633-106748,1,Obra,106748,Construccion de la Via de Evitamiento a la Ciudad de Abancay,Regímen Especial,0,0,20486397714,LEPUS GROUP SOCIEDAD ANONIMA(*),695489,NULL,168,2042633,042-2021-MTC/20.11,2570165,2622614.73,2570165
2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2158700-108630-695489-2042633-106748,1,Obra,106748,Construccion de la Via de Evitamiento a la Ciudad de Abancay,Regímen Especial,0,0,20487065502,CONSORCIO ABANCAY,695489,NULL,29,2042633,042-2021-MTC/20.11,2570165,2622614.73,2570165
2161813,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2161813-216050-683419-2032335-138910,1,Obra,138910,BIOMEDICO MEJORADO - VIDENA,Convenio,0,0,20101029442,CONSORCIO BIOMEDICO VIDENA,683419,NULL,49,2032335,CONV-PROC-1-2020-34-1 - CONTRATO NEC,42432002.74,42432002.74,42432002.74
2161813,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2161813-216050-683419-2032335-138910,1,Obra,138910,BIOMEDICO MEJORADO - VIDENA,Convenio,0,0,20602857957,SACEEM S.A.; SUCURSAL DEL PERU(*),683419,NULL,5,2032335,CONV-PROC-1-2020-34-1 - CONTRATO NEC,42432002.74,42432002.74,42432002.74
2163489,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2163489-216434-835552-2147552-139063,14,Consultoría de Obra,139063,"OBRA ""RECUPERACIÓN DEL SERVICIO DE INSTRUCCIÓN BÁSICA DE VUELOS EN AERONAVES DE ALA FIJA DE LA FAP - GRUPO 51 EN LA BASE AÉREA FAP CAPITÁN ELÍAS OLIVERA - PISCO - ICA""",Concurso Público,0,0,10238544608,AEDO BELLOTA LUIS DAVID,835552," ARONES CERVANTES ANGEL ANTONIO, CACHAY AGUIRRE CARLOS AUGUSTO, CAMARENA HUAMAN HARRY, DOBBERTIN CRISOLOGO HERMAN BRADY, FIGUEROA HUAÑEC JHON JAIME, NOVOA MUÑOZ RENZO FELIPE",52,2147552,229-CS-SEING-2022,795500,795500,795500
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-709234-2059440-31212,1,Consultoría de Obra,31212,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN,Contratación Directa,0,0,10053721350,CONSORCIO BLUE BIRD,709234,NULL,137,2059440,061-2021/GRJ/ORAF,1074744,1074744,1074744
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-709234-2059440-31212,1,Consultoría de Obra,31212,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN,Contratación Directa,0,0,10075332730,FIGUEROA CORNEJO JORGE ERNESTO(*),709234,NULL,26,2059440,061-2021/GRJ/ORAF,1074744,1074744,1074744
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-845890-2152233-157425,41,Obra,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,Adjudicación Simplificada,0,0,20602371442,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,845890," ARIMBORGO GARCIA LIA FHARANNA, AVILA ESCALANTE ANTHONY GLEN, CRISOSTOMO CAMPOS JORGE LUIS, HINOSTROZA BASTIDAS LUIS ANGEL, HINOSTROZA CAMARENA FREDI IVAN, QUIÑONEZ REYES ABIMAEL YASSER",104,2152233,111-2022/GRJ/ORAF,179013502.4,179913067.8,188456739.7
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-864433-2164265-157425,58,Consultoría de Obra,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,Adjudicación Simplificada,0,0,20100333571,Consorcio Hospitalario Perú Centro,864433," ARIMBORGO GARCIA LIA FHARANNA, AVILA ESCALANTE ANTHONY GLEN, CRISOSTOMO CAMPOS JORGE LUIS, HINOSTROZA BASTIDAS LUIS ANGEL, HINOSTROZA CAMARENA FREDI IVAN, QUIÑONEZ REYES ABIMAEL YASSER",32,2164265,131-2022/GRJ/ORAF,4483755.23,4981950.25,4483755.23
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-864433-2164265-157425,58,Consultoría de Obra,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,Adjudicación Simplificada,0,0,20263373058,INSTITUTO DE CONSULTORIA S.A.(*),864433," ARIMBORGO GARCIA LIA FHARANNA, AVILA ESCALANTE ANTHONY GLEN, CRISOSTOMO CAMPOS JORGE LUIS, HINOSTROZA BASTIDAS LUIS ANGEL, HINOSTROZA CAMARENA FREDI IVAN, QUIÑONEZ REYES ABIMAEL YASSER",164,2164265,131-2022/GRJ/ORAF,4483755.23,4981950.25,4483755.23
2166858,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2166858-10703-786923-2119129-61095,1,Consultoría de Obra,61095,CONTINUACION Y CULMINACION DEL PROYECTO DE IRRIGACION AMOJAO,Concurso Público,0,0,20450539202,BOZA CONSULTORES Y CONTRATISTAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,786923," CORDOVA ADRIANZEN MARIO TULIO, DIAZ ALARCON WALTER ASUNCION, FERRARI RIOJA ADELMO, GONZALEZ DIAZ NICOLAS ANGEL, TORRES TELLO WILFREDO, TUESTA TORRES WALTER ANTONIO",77,2119129,003-2022-MIDAGRI-PEJSIB-DE,480448.8,533832,501748.89
2173121,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2173121-103730-648018-2001228-130338,539,Consultoría de Obra,130338,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PE-3N LONGITUDINAL DE LA SIERRA NORTE; TRAMO COCHABAMBA - CUTERVO - SANTO DOMINGO DE LA CAPILLA - CHIPLE,Regímen Especial,0,0,10329924942,MARIN VILCHEZ JAVIER ALEXIS,648018,NULL,4,2001228,99-2020-MTC-20-22-4,77980,90617.99,77980
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-646747-2037229-130180,1,Consultoría de Obra,130180,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969,Concurso Público,0,0,10329838035,ESPINOSA ORELLANA JOHAN HUMBERTO(*),646747," AGUILAR ROMERO LUIS EDUARDO, DOMINGUEZ VILLAVICENCIO KAREM RUBY, HUAMAN LOPEZ AUGUSTO, IPARRAGUIRRE CASTRO CARMEN DEL PILAR, MINCHOLA LAVADO CARLOS ENRIQUE, PADILLA RIVERA BENJAMIN MARCELINO",59,2037229,024-2020,900500.01,900500.01,864480.01
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-646747-2037229-130180,1,Consultoría de Obra,130180,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969,Concurso Público,0,0,20362443998,CONSORCIO CIRCUNVALACION,646747," AGUILAR ROMERO LUIS EDUARDO, DOMINGUEZ VILLAVICENCIO KAREM RUBY, HUAMAN LOPEZ AUGUSTO, IPARRAGUIRRE CASTRO CARMEN DEL PILAR, MINCHOLA LAVADO CARLOS ENRIQUE, PADILLA RIVERA BENJAMIN MARCELINO",72,2037229,024-2020,900500.01,900500.01,864480.01
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-671381-2037263-130180,16,Consultoría de Obra,130180,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969,Adjudicación Simplificada,0,0,10422448018,CONSORCIO VIAL DEL NORTE,671381," AGUILAR ROMERO LUIS EDUARDO, HUAMAN LOPEZ AUGUSTO, IPARRAGUIRRE CASTRO CARMEN DEL PILAR, MINCHOLA LAVADO CARLOS ENRIQUE, PADILLA RIVERA BENJAMIN MARCELINO, RIOS  HOLGUIN ANA PATRICIA",26,2037263,028-2020,190074.4,190074.4,190074.4
